Accession,SRA_Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT873499,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29898,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,5/3/2020,SAMN15752200,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA-MGH-00978/2020, complete genome"
MT873500,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29898,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/12/2020,SAMN15751995,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA-MGH-00773/2020, complete genome"
MT873501,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/17/2020,SAMN15751917,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA-DPH-00299/2020, complete genome"
MT873503,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29898,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/14/2020,SAMN15752108,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA-MGH-00886/2020, complete genome"
MT873504,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29899,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,5/1/2020,SAMN15752271,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA-MGH-01049/2020, complete genome"
MT873505,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/2/2020,SAMN15751639,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA-DPH-00021/2020, complete genome"
MT873506,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/6/2020,SAMN15751810,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA-DPH-00192/2020, complete genome"
MT873507,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29897,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/3/2020,SAMN15751712,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA-DPH-00094/2020, complete genome"
MT873509,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29897,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/13/2020,SAMN15752075,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA-MGH-00853/2020, complete genome"
MT873510,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29897,GenBank,complete,,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/9/2020,SAMN15751952,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA-MGH-00730/2020, complete genome"
MT875354,SRR12430826,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29821,GenBank,complete,,,"Johnson,E.J., Griego-Fisher,A.M.",,USA: NM,NM,Homo sapiens,oronasopharynx,7/22/2020,SAMN15793019,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NMDOH-2020242033/2020, complete genome"
MT875355,SRR12430825,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29819,GenBank,complete,,,"Johnson,E.J., Griego-Fisher,A.M.",,USA: NM,NM,Homo sapiens,oronasopharynx,7/22/2020,SAMN15793020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NMDOH-2020242034/2020, complete genome"
MT875356,SRR12430824,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29822,GenBank,complete,,,"Johnson,E.J., Griego-Fisher,A.M.",,USA: NM,NM,Homo sapiens,oronasopharynx,7/22/2020,SAMN15793021,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NMDOH-2020242035/2020, complete genome"
MT875357,SRR12430823,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29820,GenBank,complete,,,"Johnson,E.J., Griego-Fisher,A.M.",,USA: NM,NM,Homo sapiens,oronasopharynx,7/22/2020,SAMN15793022,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NMDOH-2020242037/2020, complete genome"
MT875358,SRR12430822,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29821,GenBank,complete,,,"Johnson,E.J., Griego-Fisher,A.M.",,USA: NM,NM,Homo sapiens,oronasopharynx,7/22/2020,SAMN15793023,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NMDOH-2020242038/2020, complete genome"
MT875359,SRR12430821,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29820,GenBank,complete,,,"Johnson,E.J., Griego-Fisher,A.M.",,USA: NM,NM,Homo sapiens,oronasopharynx,7/22/2020,SAMN15793024,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NMDOH-2020242040/2020, complete genome"
MT875360,SRR12430829,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29819,GenBank,complete,,,"Johnson,E.J., Griego-Fisher,A.M.",,USA: NM,NM,Homo sapiens,oronasopharynx,7/22/2020,SAMN15793025,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NMDOH-2020242041/2020, complete genome"
MT877256,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,3/30/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-199/2020, complete genome"
MT877296,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,4/1/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-247/2020, complete genome"
MT877298,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,4/1/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-250/2020, complete genome"
MT877299,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29767,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,4/1/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-252/2020, complete genome"
MT877300,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,4/1/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-253/2020, complete genome"
MT877302,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,4/1/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-255/2020, complete genome"
MT877304,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,4/1/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-257/2020, complete genome"
MT877305,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,4/1/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-258/2020, complete genome"
MT877306,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,4/1/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-260/2020, complete genome"
MT877309,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,4/2/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-263/2020, complete genome"
MT877315,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,4/2/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-271/2020, complete genome"
MT877316,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,4/2/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-273/2020, complete genome"
MT877320,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29767,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,4/2/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-277/2020, complete genome"
MT877324,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,4/2/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-282/2020, complete genome"
MT877328,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,4/2/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-286/2020, complete genome"
MT877329,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,3/27/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-287/2020, complete genome"
MT877330,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,3/27/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-288/2020, complete genome"
MT877331,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29767,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,3/28/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-289/2020, complete genome"
MT877333,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,3/28/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-292/2020, complete genome"
MT877335,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,3/28/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-294/2020, complete genome"
MT877338,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,3/28/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-297/2020, complete genome"
MT877340,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,3/28/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-299/2020, complete genome"
MT877357,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,3/31/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-317/2020, complete genome"
MT877359,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,4/1/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-319/2020, complete genome"
MT877360,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: New York,NY,Homo sapiens,oronasopharynx,4/1/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-320/2020, complete genome"
MT877361,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,4/1/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-321/2020, complete genome"
MT877365,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,4/1/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-325/2020, complete genome"
MT877366,,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Jensen,C.G., Fauver,J.R.",,USA: Connecticut,CT,Homo sapiens,oronasopharynx,4/1/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-Yale-326/2020, complete genome"
MT846499,,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,7/9/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-806/2020, complete genome"
MT846500,,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,oronasopharynx,5/19/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-807/2020, complete genome"
MT846501,,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Racine county",WI,Homo sapiens,oronasopharynx,7/15/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-808/2020, complete genome"
MT846502,,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,6/19/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-809/2020, complete genome"
MT846503,,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,6/18/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-810/2020, complete genome"
MT846504,,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,6/22/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-812/2020, complete genome"
MT846505,,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,6/24/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-813/2020, complete genome"
MT846506,,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,6/30/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-815/2020, complete genome"
MT846507,,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,7/9/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-816/2020, complete genome"
MT846508,,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,5/26/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-817/2020, complete genome"
MT846509,,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,oronasopharynx,5/26/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-818/2020, complete genome"
MT846510,,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Moreno,G., Braun,K., Baczenas,J.J., Baker,D.",,"USA: Wisconsin, Waukesha county",WI,Homo sapiens,oronasopharynx,5/29/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-819/2020, complete genome"
